mae,rmse,r2,spearman_rho,normalized_mae,normalized_rmse,mean_absolute_log1p_error,unclipped_mae,clipped_fraction,analyte,feature_set,model,outer_fold,evaluation_unit,n_observations,fit_seconds,predict_seconds,inner_best_mae
0.2572692418399012,0.46093937839412075,0.9952386195892942,0.9363636363636365,0.01286346209199506,0.023046968919706038,0.07216930859783915,0.2572692418399012,0.0,glucose,HSV_primary,SVR,3,concentration_median,11,3.1354794000071706,0.009667599995736964,0.4183516353842395
0.3860229665071771,1.0124663736371098,0.9770275945033856,0.9084358149354289,0.019301148325358855,0.05062331868185549,0.0864860283922878,0.3860229665071771,0.0,glucose,HSV_primary,RandomForest,3,patch,209,6.021828400000231,0.012568699996336363,0.35166687878787883
0.12067272727272728,0.20067304630954183,0.9990975495948604,0.9454545454545454,0.006033636363636364,0.010033652315477091,0.05266796408569376,0.12067272727272728,0.0,glucose,HSV_primary,RandomForest,3,concentration_median,11,6.021828400000231,0.012568699996336363,0.35166687878787883
0.4092119592074137,1.0326961427737005,0.9761004146031999,0.9133878567049861,0.020460597960370686,0.05163480713868503,0.08560080121760244,0.4092119592074137,0.0,glucose,HSV_primary,ExtraTrees,3,patch,209,3.7142655000061495,0.008814300002995878,0.3476220478807515
0.1133690885153466,0.19249760494960436,0.999169583599072,0.9454545454545454,0.00566845442576733,0.009624880247480217,0.05086260120183558,0.1133690885153466,0.0,glucose,HSV_primary,ExtraTrees,3,concentration_median,11,3.7142655000061495,0.008814300002995878,0.3476220478807515
0.9495928589650663,1.6991782956621706,0.9352971871647151,0.8922627389982227,0.04747964294825331,0.08495891478310853,0.15350777637807586,0.9633987855542011,0.11483253588516747,glucose,RGB_HSV_combined,Ridge,3,patch,209,0.1304357000044547,0.0012203000078443438,0.9379686264229468
0.7901602691521041,1.3712359199284907,0.9578624171318275,0.9272727272727275,0.039508013457605205,0.06856179599642453,0.12969510476203425,0.794205373503774,0.09090909090909091,glucose,RGB_HSV_combined,Ridge,3,concentration_median,11,0.1304357000044547,0.0012203000078443438,0.9379686264229468
1.0198800775460777,1.7747384449925983,0.9294147476504405,0.8942452662484228,0.050994003877303885,0.08873692224962991,0.15776834249274843,1.0307232685113092,0.11004784688995216,glucose,RGB_HSV_combined,ElasticNet,3,patch,209,0.39861809999274556,0.0023244000039994717,0.994631166618199
0.9366715612354355,1.6345718708744046,0.9401239283949487,0.9339431975353206,0.046833578061771776,0.08172859354372022,0.13886619731292676,0.9404745500079467,0.18181818181818182,glucose,RGB_HSV_combined,ElasticNet,3,concentration_median,11,0.39861809999274556,0.0023244000039994717,0.994631166618199
0.4796842244656046,1.0124640656118193,0.9770276992393725,0.909250390168159,0.02398421122328023,0.050623203280590966,0.1017335565197698,0.5029514534738323,0.06220095693779904,glucose,RGB_HSV_combined,SVR,3,patch,209,3.1104703999881167,0.013278900005389005,0.4348661028050224
